record_id,error_type,token_index,token_text,token_start,assigned_label,expected_label,span_start,span_end,span_text,span_type
uvisd4sa_train_1419,wrong_inside_label,19, ,41,B-ASP,I-ASP,30,87,c bao nhanh chiến game mượt mà liên quân chỉnh pun cấu hì,aspect
uvisd4sa_train_1419,wrong_start_label,38,hình,85,I-ASP,B-ASP,88,104,h HD PUPG chiến ,aspect
uvisd4sa_train_1419,wrong_inside_label,39, ,89,B-ASP,I-ASP,88,104,h HD PUPG chiến ,aspect
uvisd4sa_train_1420,wrong_start_label,55, ,104,I-ASP,B-ASP,104,129, youtube thôi nên như vậy,aspect
uvisd4sa_train_1422,wrong_start_label,8,samsung,15,I-ASP,B-ASP,20,27,ng a70 ,aspect
uvisd4sa_train_1422,wrong_inside_label,9, ,22,B-ASP,I-ASP,20,27,ng a70 ,aspect
uvisd4sa_train_1424,wrong_start_label,14,hơi,31,I-ASP,B-ASP,33,47,i nhanh chơi k,aspect
uvisd4sa_train_1424,wrong_inside_label,17, ,40,B-ASP,I-ASP,33,47,i nhanh chơi k,aspect
uvisd4sa_train_1428,wrong_start_label,22,những,46,I-ASP,B-ASP,47,66,hững chỗ khác và ko,aspect
uvisd4sa_train_1428,wrong_inside_label,27, ,60,B-ASP,I-ASP,47,66,hững chỗ khác và ko,aspect
uvisd4sa_train_1429,wrong_start_label,14,li,19,I-ASP,B-ASP,19,51,lí . Nhân viên rất vui vẻ và,aspect
uvisd4sa_train_1429,wrong_inside_label,16, ,22,B-ASP,I-ASP,19,51,lí . Nhân viên rất vui vẻ và,aspect
uvisd4sa_train_1430,wrong_start_label,21,tầm,47,I-ASP,B-ASP,47,59,tầm giá 4tr5,aspect
uvisd4sa_train_1432,wrong_start_label,68,Camera,145,I-ASP,B-ASP,145,187,Camera cũng được...xóa phông chuyên nghiệp,aspect
uvisd4sa_train_1432,wrong_inside_label,75, ,167,B-ASP,I-ASP,145,187,Camera cũng được...xóa phông chuyên nghiệp,aspect
uvisd4sa_train_1432,wrong_start_label,98,Camera,221,I-ASP,B-ASP,221,262,"Camera trước chụp rõ, sắc nét, trung thực",aspect
uvisd4sa_train_1432,wrong_inside_label,99, ,227,B-ASP,I-ASP,221,262,"Camera trước chụp rõ, sắc nét, trung thực",aspect
uvisd4sa_train_1432,wrong_start_label,98,Camera,221,I-ASP,B-ASP,224,243,"era trước chụp rõ, ",aspect
uvisd4sa_train_1432,wrong_inside_label,99, ,227,B-ASP,I-ASP,224,243,"era trước chụp rõ, ",aspect
uvisd4sa_train_1433,wrong_start_label,14,̣,24,I-ASP,B-ASP,24,62,"̣p, nhận diện khuôn mặt nhanh, vân ",aspect
uvisd4sa_train_1433,wrong_inside_label,16,",",26,B-ASP,I-ASP,24,62,"̣p, nhận diện khuôn mặt nhanh, vân ",aspect
uvisd4sa_train_1437,wrong_start_label,28, ,56,I-ASP,B-ASP,56,58, l,aspect
uvisd4sa_train_1438,wrong_start_label,6,thạch,15,I-ASP,B-ASP,19,27,h Đẹp. S,aspect
uvisd4sa_train_1438,wrong_inside_label,9,.,24,B-ASP,I-ASP,19,27,h Đẹp. S,aspect
uvisd4sa_train_1440,wrong_start_label,9,hình,19,I-ASP,B-ASP,22,50,h đẹp. Nghe nhạc loa lớn chấ,aspect
uvisd4sa_train_1440,wrong_inside_label,12,.,27,B-ASP,I-ASP,22,50,h đẹp. Nghe nhạc loa lớn chấ,aspect
uvisd4sa_train_1442,wrong_start_label,16, ,40,I-ASP,B-ASP,40,61, tốt.Tuy nhiên sử dụn,aspect
uvisd4sa_train_1442,wrong_inside_label,18,.,44,B-ASP,I-ASP,40,61, tốt.Tuy nhiên sử dụn,aspect
uvisd4sa_train_1445,wrong_start_label,40,nay,82,I-ASP,B-ASP,84,99,y thì còn 7p/1%,aspect
uvisd4sa_train_1446,wrong_start_label,44,camera,103,I-ASP,B-ASP,103,112,camera ổn,aspect
uvisd4sa_train_1446,wrong_inside_label,45, ,109,B-ASP,I-ASP,103,112,camera ổn,aspect
uvisd4sa_train_1448,wrong_start_label,19,đơ,42,I-ASP,B-ASP,42,70,đơ ra. Cảm biến vân tay dưới,aspect
uvisd4sa_train_1448,wrong_inside_label,22,.,47,B-ASP,I-ASP,42,70,đơ ra. Cảm biến vân tay dưới,aspect
uvisd4sa_train_1449,wrong_start_label,51,1,109,I-ASP,B-ASP,109,128,1 bên thôi 1 bên là,aspect
uvisd4sa_train_1452,wrong_start_label,26,nh,40,I-ASP,B-ASP,40,77,"nh năng, mà sau 24h sài thì ko hế",aspect
uvisd4sa_train_1452,wrong_inside_label,29,",",47,B-ASP,I-ASP,40,77,"nh năng, mà sau 24h sài thì ko hế",aspect
uvisd4sa_train_1455,wrong_start_label,49,xài,106,I-ASP,B-ASP,108,160,"i tốt rồi vân tay cũng nhạy hơn, mình để máy ở chế đ",aspect
uvisd4sa_train_1455,wrong_inside_label,50, ,109,B-ASP,I-ASP,108,160,"i tốt rồi vân tay cũng nhạy hơn, mình để máy ở chế đ",aspect
uvisd4sa_train_1456,wrong_start_label,28,trung,60,I-ASP,B-ASP,62,93,ung bình tốt.sạc pin từ 15 đến ,aspect
uvisd4sa_train_1456,wrong_inside_label,33,.,74,B-ASP,I-ASP,62,93,ung bình tốt.sạc pin từ 15 đến ,aspect
uvisd4sa_train_1458,wrong_start_label,28,nên,62,I-ASP,B-ASP,63,87,ên giảm tận 500 ngànDùng,aspect
uvisd4sa_train_1458,wrong_inside_label,29, ,65,B-ASP,I-ASP,63,87,ên giảm tận 500 ngànDùng,aspect
uvisd4sa_train_1461,wrong_start_label,8,màn,17,I-ASP,B-ASP,19,62,n hình. Hay bị nhảy lung tung. Không kiểm s,aspect
uvisd4sa_train_1461,wrong_inside_label,9, ,20,B-ASP,I-ASP,19,62,n hình. Hay bị nhảy lung tung. Không kiểm s,aspect
uvisd4sa_train_1463,wrong_start_label,46,ngày,92,I-ASP,B-ASP,95,107,y. Wiffi bắt,aspect
uvisd4sa_train_1463,wrong_inside_label,47,.,96,B-ASP,I-ASP,95,107,y. Wiffi bắt,aspect
uvisd4sa_train_1464,wrong_start_label,24,ok,48,I-ASP,B-ASP,48,61,ok.. Ngoại tr,aspect
uvisd4sa_train_1464,wrong_inside_label,25,..,50,B-ASP,I-ASP,48,61,ok.. Ngoại tr,aspect
uvisd4sa_train_1465,wrong_start_label,47,đầy,94,I-ASP,B-ASP,96,113,y. pin dùng đc 1 ,aspect
uvisd4sa_train_1465,wrong_start_label,58,ngày,113,I-ASP,B-ASP,115,142,ày. Loa to cảm ứng nhạy. Nh,aspect
uvisd4sa_train_1465,wrong_inside_label,59,.,117,B-ASP,I-ASP,115,142,ày. Loa to cảm ứng nhạy. Nh,aspect
uvisd4sa_train_1473,wrong_start_label,22,rất,46,I-ASP,B-ASP,46,71,rất sướng. Camera thì khỏ,aspect
uvisd4sa_train_1473,wrong_inside_label,25,.,55,B-ASP,I-ASP,46,71,rất sướng. Camera thì khỏ,aspect
uvisd4sa_train_1477,wrong_start_label,22,hình,45,I-ASP,B-ASP,48,59,h mạnh so v,aspect
uvisd4sa_train_1477,wrong_inside_label,25, ,54,B-ASP,I-ASP,48,59,h mạnh so v,aspect
uvisd4sa_train_1480,wrong_start_label,24, ,56,I-ASP,B-ASP,56,67, tốt trong ,aspect
uvisd4sa_train_1480,wrong_start_label,86,trên,188,I-ASP,B-ASP,190,216,ên nên chưa test). Sạc pin,aspect
uvisd4sa_train_1480,wrong_start_label,99,cực,217,I-ASP,B-ASP,218,263,"ực kì, cực kì nhanh. Loa nghe rất phê pha và ",aspect
uvisd4sa_train_1480,wrong_inside_label,109,.,237,B-ASP,I-ASP,218,263,"ực kì, cực kì nhanh. Loa nghe rất phê pha và ",aspect
uvisd4sa_train_1480,wrong_start_label,154,Tuyệt,329,I-ASP,B-ASP,329,389,"Tuyệt nhất ở màn hình to, không mất hình do camera giọt nước",aspect
uvisd4sa_train_1480,wrong_inside_label,155, ,334,B-ASP,I-ASP,329,389,"Tuyệt nhất ở màn hình to, không mất hình do camera giọt nước",aspect
uvisd4sa_train_1480,wrong_start_label,162,hình,346,I-ASP,B-ASP,347,374,"ình to, không mất hình do c",aspect
uvisd4sa_train_1484,wrong_start_label,4,mạng,8,I-ASP,B-ASP,10,62,"ng ổn vô zalo, facebook, yotube tạm đc chơi liên quâ",aspect
uvisd4sa_train_1484,wrong_inside_label,7, ,15,B-ASP,I-ASP,10,62,"ng ổn vô zalo, facebook, yotube tạm đc chơi liên quâ",aspect
uvisd4sa_train_1487,wrong_start_label,4,mượt,9,I-ASP,B-ASP,11,19,"ợt, bắt ",aspect
uvisd4sa_train_1487,wrong_inside_label,5,",",13,B-ASP,I-ASP,11,19,"ợt, bắt ",aspect
uvisd4sa_train_1490,wrong_start_label,36,chiệu,73,I-ASP,B-ASP,75,90,iệu chứng las m,aspect
uvisd4sa_train_1490,wrong_inside_label,37, ,78,B-ASP,I-ASP,75,90,iệu chứng las m,aspect
uvisd4sa_train_1492,wrong_start_label,15,98,30,I-ASP,B-ASP,30,61,98 % . Máy mượt mà. Chiến Cross,aspect
uvisd4sa_train_1492,wrong_inside_label,18, ,34,B-ASP,I-ASP,30,61,98 % . Máy mượt mà. Chiến Cross,aspect
uvisd4sa_train_1492,wrong_start_label,40,Camera,80,I-ASP,B-ASP,83,96,era chụp nét.,aspect
uvisd4sa_train_1492,wrong_inside_label,41, ,86,B-ASP,I-ASP,83,96,era chụp nét.,aspect
uvisd4sa_train_1493,wrong_start_label,10,khá,20,I-ASP,B-ASP,22,49,á oke.chup ảnh biết canh gó,aspect
uvisd4sa_train_1493,wrong_inside_label,11, ,23,B-ASP,I-ASP,22,49,á oke.chup ảnh biết canh gó,aspect
uvisd4sa_train_1495,wrong_start_label,8,manh,18,I-ASP,B-ASP,19,26,anh pin,aspect
uvisd4sa_train_1495,wrong_inside_label,9, ,22,B-ASP,I-ASP,19,26,anh pin,aspect
uvisd4sa_train_1495,wrong_start_label,20,hình,44,I-ASP,B-ASP,47,53,h hoi ,aspect
uvisd4sa_train_1495,wrong_inside_label,21, ,48,B-ASP,I-ASP,47,53,h hoi ,aspect
uvisd4sa_train_1495,wrong_start_label,36,thân,76,I-ASP,B-ASP,79,84,n máy,aspect
uvisd4sa_train_1495,wrong_start_label,40,chác,85,I-ASP,B-ASP,85,98,chác chan giá,aspect
uvisd4sa_train_1495,wrong_inside_label,43, ,94,B-ASP,I-ASP,85,98,chác chan giá,aspect
uvisd4sa_train_1496,wrong_start_label,108,chả,241,I-ASP,B-ASP,243,260,ả bắn trúng địch ,aspect
uvisd4sa_train_1496,wrong_inside_label,109, ,244,B-ASP,I-ASP,243,260,ả bắn trúng địch ,aspect
uvisd4sa_train_1497,wrong_start_label,42,vậy,81,I-ASP,B-ASP,83,111,y phải giải quyết sao đây. T,aspect
uvisd4sa_train_1497,wrong_inside_label,53,.,108,B-ASP,I-ASP,83,111,y phải giải quyết sao đây. T,aspect
uvisd4sa_train_1501,wrong_start_label,45,nhận,95,I-ASP,B-ASP,96,106,hận xét nh,aspect
uvisd4sa_train_1501,wrong_inside_label,46, ,99,B-ASP,I-ASP,96,106,hận xét nh,aspect
uvisd4sa_train_1501,wrong_start_label,64, ,134,I-ASP,B-ASP,134,170, lướt web fb thoải mái pin k hao mấy,aspect
uvisd4sa_train_1501,wrong_inside_label,76, ,160,B-ASP,I-ASP,134,170, lướt web fb thoải mái pin k hao mấy,aspect
uvisd4sa_train_1501,wrong_start_label,101,màn,206,I-ASP,B-ASP,206,257,màn hình to nhưng khi cầm sử dụng thì thấy k to lắm,aspect
uvisd4sa_train_1501,wrong_inside_label,108, ,223,B-ASP,I-ASP,206,257,màn hình to nhưng khi cầm sử dụng thì thấy k to lắm,aspect
uvisd4sa_train_1501,wrong_start_label,109,khi,224,I-ASP,B-ASP,224,235,khi cầm sử ,aspect
uvisd4sa_train_1502,wrong_start_label,16,hình,36,I-ASP,B-ASP,38,65,nh máy mạnh Apple ra mắt mẫ,aspect
uvisd4sa_train_1502,wrong_inside_label,21, ,49,B-ASP,I-ASP,38,65,nh máy mạnh Apple ra mắt mẫ,aspect
uvisd4sa_train_1507,wrong_start_label,19,giật,35,I-ASP,B-ASP,35,46,giật lag ch,aspect
uvisd4sa_train_1507,wrong_inside_label,22, ,43,B-ASP,I-ASP,35,46,giật lag ch,aspect
uvisd4sa_train_1511,wrong_start_label,36, ,73,I-ASP,B-ASP,73,90, chưa đcj 1 ngày.,aspect
uvisd4sa_train_1511,wrong_inside_label,44,.,89,B-ASP,I-ASP,73,90, chưa đcj 1 ngày.,aspect
uvisd4sa_train_1512,wrong_start_label,23,rồi,48,I-ASP,B-ASP,48,62,rồi phải làm s,aspect
uvisd4sa_train_1515,wrong_inside_label,47, ,96,B-ASP,I-ASP,90,117,ượt mà hợp cho mình làm vlo,aspect
uvisd4sa_train_1515,wrong_start_label,91,rất,201,I-ASP,B-ASP,201,217,rất trâu nha mọi,aspect
uvisd4sa_train_1515,wrong_inside_label,94, ,209,B-ASP,I-ASP,201,217,rất trâu nha mọi,aspect
uvisd4sa_train_1516,wrong_start_label,53,Usb,110,I-ASP,B-ASP,110,121,Usb type c3,aspect
uvisd4sa_train_1516,wrong_inside_label,54, ,113,B-ASP,I-ASP,110,121,Usb type c3,aspect
uvisd4sa_train_1516,wrong_inside_label,51,.,108,B-ASP,I-ASP,98,111,gb bộ nhớ2. U,aspect
uvisd4sa_train_1516,wrong_start_label,55,type,114,I-ASP,B-ASP,114,133,type c3. Loa thoại ,aspect
uvisd4sa_train_1516,wrong_inside_label,58,.,121,B-ASP,I-ASP,114,133,type c3. Loa thoại ,aspect
uvisd4sa_train_1521,wrong_start_label,18,hình,45,I-ASP,B-ASP,45,53,hình cao,aspect
uvisd4sa_train_1522,wrong_start_label,44,biến,89,I-ASP,B-ASP,89,106,biến vân tay nhạy,aspect
uvisd4sa_train_1522,wrong_start_label,42,trâu,84,I-ASP,B-ASP,87,107,u biến vân tay nhạy ,aspect
uvisd4sa_train_1522,wrong_inside_label,43, ,88,B-ASP,I-ASP,87,107,u biến vân tay nhạy ,aspect
uvisd4sa_train_1523,wrong_start_label,9,hình,18,I-ASP,B-ASP,19,28,"ình tốt, ",aspect
uvisd4sa_train_1523,wrong_inside_label,12,",",26,B-ASP,I-ASP,19,28,"ình tốt, ",aspect
uvisd4sa_train_1523,wrong_start_label,24, ,51,I-ASP,B-ASP,51,72," ko tệ với giá này, p",aspect
uvisd4sa_train_1523,wrong_inside_label,28, ,57,B-ASP,I-ASP,51,72," ko tệ với giá này, p",aspect
uvisd4sa_train_1526,wrong_start_label,28,cảm,58,I-ASP,B-ASP,58,69,cảm ứng nữa,aspect
uvisd4sa_train_1527,wrong_start_label,24,nóng,48,I-ASP,B-ASP,50,121,ng. Nhưng độ ổn định sản phẩm chưa thực sự làm mình hài lòng. Hay bị dr,aspect
uvisd4sa_train_1527,wrong_inside_label,25,.,52,B-ASP,I-ASP,50,121,ng. Nhưng độ ổn định sản phẩm chưa thực sự làm mình hài lòng. Hay bị dr,aspect
uvisd4sa_train_1530,wrong_start_label,18,trong,34,I-ASP,B-ASP,36,51,ong tầm giá.chơ,aspect
uvisd4sa_train_1530,wrong_inside_label,23,.,47,B-ASP,I-ASP,36,51,ong tầm giá.chơ,aspect
uvisd4sa_train_1530,wrong_start_label,24,chơi,48,I-ASP,B-ASP,51,64,i game auto m,aspect
uvisd4sa_train_1530,wrong_inside_label,25, ,52,B-ASP,I-ASP,51,64,i game auto m,aspect
uvisd4sa_train_1531,wrong_start_label,67,Pin,143,I-ASP,B-ASP,143,155,Pin tạm được,aspect
uvisd4sa_train_1533,wrong_start_label,2,tốt,4,I-ASP,B-ASP,6,13,t. Máy ,aspect
uvisd4sa_train_1533,wrong_inside_label,3,.,7,B-ASP,I-ASP,6,13,t. Máy ,aspect
uvisd4sa_train_1533,wrong_start_label,40,Pin,77,I-ASP,B-ASP,77,89,Pin cũng lâu,aspect
uvisd4sa_train_1534,wrong_start_label,28,Liên,60,I-ASP,B-ASP,61,71,iên Quân b,aspect
uvisd4sa_train_1538,wrong_start_label,27,năng,59,I-ASP,B-ASP,62,91,g nhưng rất thích. Thích nhất,aspect
uvisd4sa_train_1538,wrong_inside_label,28, ,63,B-ASP,I-ASP,62,91,g nhưng rất thích. Thích nhất,aspect
uvisd4sa_train_1539,wrong_start_label,14,cầu,25,I-ASP,B-ASP,26,40,"ầu cơ bản, cảm",aspect
uvisd4sa_train_1539,wrong_inside_label,19,",",35,B-ASP,I-ASP,26,40,"ầu cơ bản, cảm",aspect
uvisd4sa_train_1542,wrong_start_label,18,nặng,36,I-ASP,B-ASP,39,57,"g sướng tay, chạy ",aspect
uvisd4sa_train_1542,wrong_inside_label,23,",",50,B-ASP,I-ASP,39,57,"g sướng tay, chạy ",aspect
uvisd4sa_train_1544,wrong_start_label,22,không,40,I-ASP,B-ASP,42,57,ông rõ nét ạ? N,aspect
uvisd4sa_train_1544,wrong_inside_label,27, ,52,B-ASP,I-ASP,42,57,ông rõ nét ạ? N,aspect
uvisd4sa_train_1544,wrong_start_label,31,Những,56,I-ASP,B-ASP,59,76,ng cái lại khá ok,aspect
uvisd4sa_train_1544,wrong_inside_label,32, ,61,B-ASP,I-ASP,59,76,ng cái lại khá ok,aspect
uvisd4sa_train_1549,wrong_start_label,25,khi,53,I-ASP,B-ASP,55,77,i mua con này pin thì ,aspect
uvisd4sa_train_1549,wrong_inside_label,32, ,68,B-ASP,I-ASP,55,77,i mua con này pin thì ,aspect
uvisd4sa_train_1551,wrong_start_label,17,những,38,I-ASP,B-ASP,42,45,g b,aspect
uvisd4sa_train_1553,wrong_start_label,14,camera,29,I-ASP,B-ASP,29,38,camera ổn,aspect
uvisd4sa_train_1553,wrong_inside_label,15, ,35,B-ASP,I-ASP,29,38,camera ổn,aspect
uvisd4sa_train_1553,wrong_start_label,12,tốt,25,I-ASP,B-ASP,27,35,t camera,aspect
uvisd4sa_train_1553,wrong_inside_label,13, ,28,B-ASP,I-ASP,27,35,t camera,aspect
uvisd4sa_train_1553,wrong_start_label,16,ổn,36,I-ASP,B-ASP,36,47,"ổn,pin trâu",aspect
uvisd4sa_train_1553,wrong_inside_label,17,",",38,B-ASP,I-ASP,36,47,"ổn,pin trâu",aspect
uvisd4sa_train_1554,wrong_start_label,17,nhanh,35,I-ASP,B-ASP,35,49,"nhanh nữa ,trê",aspect
uvisd4sa_train_1554,wrong_inside_label,20, ,44,B-ASP,I-ASP,35,49,"nhanh nữa ,trê",aspect
uvisd4sa_train_1555,wrong_start_label,15,sạc,31,I-ASP,B-ASP,33,49,c nhanh chơi gam,aspect
uvisd4sa_train_1555,wrong_inside_label,18, ,40,B-ASP,I-ASP,33,49,c nhanh chơi gam,aspect
uvisd4sa_train_1559,wrong_start_label,53,thường,105,I-ASP,B-ASP,108,165,"ờng ,ping khoảng 50 đến 150, chơi không đơ mà lag quá, ch",aspect
uvisd4sa_train_1559,wrong_inside_label,54, ,111,B-ASP,I-ASP,108,165,"ờng ,ping khoảng 50 đến 150, chơi không đơ mà lag quá, ch",aspect
uvisd4sa_train_1561,wrong_start_label,34,cao,73,I-ASP,B-ASP,75,84,"o ,chuẩn ",aspect
uvisd4sa_train_1561,wrong_inside_label,35, ,76,B-ASP,I-ASP,75,84,"o ,chuẩn ",aspect
uvisd4sa_train_1563,wrong_start_label,52,chắn,118,I-ASP,B-ASP,121,145,n máy nhạy bấm im thao t,aspect
uvisd4sa_train_1563,wrong_inside_label,53, ,122,B-ASP,I-ASP,121,145,n máy nhạy bấm im thao t,aspect
uvisd4sa_train_1564,wrong_start_label,21,pin,45,I-ASP,B-ASP,45,57,pin khá trâu,aspect
uvisd4sa_train_1565,wrong_start_label,18,tốn,43,I-ASP,B-ASP,44,99,"ốn pin và nhanh nóng, lướt fb nhắn mess mà cũng tự khởi",aspect
uvisd4sa_train_1565,wrong_inside_label,21, ,50,B-ASP,I-ASP,44,99,"ốn pin và nhanh nóng, lướt fb nhắn mess mà cũng tự khởi",aspect
uvisd4sa_train_1569,wrong_start_label,10,rất,21,I-ASP,B-ASP,22,52,ất tốt trừ cái camera đã bắt đ,aspect
uvisd4sa_train_1569,wrong_inside_label,11, ,24,B-ASP,I-ASP,22,52,ất tốt trừ cái camera đã bắt đ,aspect
uvisd4sa_train_1570,wrong_start_label,48,và,97,I-ASP,B-ASP,97,113,và ngon trong tầ,aspect
uvisd4sa_train_1570,wrong_inside_label,51, ,104,B-ASP,I-ASP,97,113,và ngon trong tầ,aspect
uvisd4sa_train_1571,wrong_start_label,36, ,84,I-ASP,B-ASP,84,100, mượt tuy hơi ấm,aspect
uvisd4sa_train_1571,wrong_start_label,45,nhẹ,101,I-ASP,B-ASP,102,151,"hẹ, chụp hình bao đẹp luôn, pin thì hao hơi nhanh",aspect
uvisd4sa_train_1571,wrong_inside_label,46,",",104,B-ASP,I-ASP,102,151,"hẹ, chụp hình bao đẹp luôn, pin thì hao hơi nhanh",aspect
uvisd4sa_train_1572,wrong_start_label,71,Biểu,139,I-ASP,B-ASP,139,179,Biểu tượng của các phần mềm thì hơi nhòe,aspect
uvisd4sa_train_1572,wrong_inside_label,85,hơi,171,B-ASP,I-ASP,139,179,Biểu tượng của các phần mềm thì hơi nhòe,aspect
uvisd4sa_train_1572,wrong_inside_label,88,",",179,B-ASP,I-ASP,173,187,"i nhòe, đang s",aspect
uvisd4sa_train_1574,wrong_start_label,47,khác,93,I-ASP,B-ASP,96,107,c nói. Came,aspect
uvisd4sa_train_1574,wrong_inside_label,48, ,97,B-ASP,I-ASP,96,107,c nói. Came,aspect
uvisd4sa_train_1574,wrong_start_label,89,Nhưng,178,I-ASP,B-ASP,181,191,ng v là ổn,aspect
uvisd4sa_train_1574,wrong_inside_label,90, ,183,B-ASP,I-ASP,181,191,ng v là ổn,aspect
uvisd4sa_train_1577,wrong_start_label,18,ngày,35,I-ASP,B-ASP,38,69,y vẫn còn 60%. Bàn phím tiện dụ,aspect
uvisd4sa_train_1577,wrong_inside_label,26, ,52,B-ASP,I-ASP,38,69,y vẫn còn 60%. Bàn phím tiện dụ,aspect
uvisd4sa_train_1578,wrong_start_label,24, ,48,I-ASP,B-ASP,48,77, thì đều OK hết !!Nhân viên b,aspect
uvisd4sa_train_1578,wrong_inside_label,32, ,63,B-ASP,I-ASP,48,77, thì đều OK hết !!Nhân viên b,aspect
uvisd4sa_train_1579,wrong_start_label,16, ,35,I-ASP,B-ASP,35,53," full đã, chơi gam",aspect
uvisd4sa_train_1579,wrong_inside_label,20,",",43,B-ASP,I-ASP,35,53," full đã, chơi gam",aspect
uvisd4sa_train_1584,wrong_start_label,4,được,9,I-ASP,B-ASP,11,20,"ợc, pin l",aspect
uvisd4sa_train_1584,wrong_inside_label,5,",",13,B-ASP,I-ASP,11,20,"ợc, pin l",aspect
uvisd4sa_train_1584,wrong_start_label,9,lâu,19,I-ASP,B-ASP,21,36,"u hết, màn hình",aspect
uvisd4sa_train_1584,wrong_inside_label,10, ,22,B-ASP,I-ASP,21,36,"u hết, màn hình",aspect
uvisd4sa_train_1589,wrong_start_label,13, ,35,I-ASP,B-ASP,35,47, trâu Các tá,aspect
uvisd4sa_train_1589,wrong_inside_label,15, ,40,B-ASP,I-ASP,35,47, trâu Các tá,aspect
uvisd4sa_train_1589,wrong_start_label,18,tác,45,I-ASP,B-ASP,47,67,c vụ mượt Ủng hộ sản,aspect
uvisd4sa_train_1589,wrong_inside_label,19, ,48,B-ASP,I-ASP,47,67,c vụ mượt Ủng hộ sản,aspect
uvisd4sa_train_1594,wrong_start_label,74,chỉnh,173,I-ASP,B-ASP,174,216,"hỉnh, làm video từ hình ảnh v.v....-Cấu hì",aspect
uvisd4sa_train_1594,wrong_inside_label,86, ,201,B-ASP,I-ASP,174,216,"hỉnh, làm video từ hình ảnh v.v....-Cấu hì",aspect
uvisd4sa_train_1594,wrong_start_label,93,hình,214,I-ASP,B-ASP,217,244,h lướt mượt mà hỗ trợ chế đ,aspect
uvisd4sa_train_1594,wrong_inside_label,94, ,218,B-ASP,I-ASP,217,244,h lướt mượt mà hỗ trợ chế đ,aspect
uvisd4sa_train_1594,wrong_start_label,139,Màn,306,I-ASP,B-ASP,306,332,Màn hình đẹp full HD 1080p,aspect
uvisd4sa_train_1594,wrong_start_label,149,1080p,327,I-ASP,B-ASP,331,364,p-mic thu âm tốt-hỗ trợ cổng hồng,aspect
uvisd4sa_train_1594,wrong_inside_label,150,-,332,B-ASP,I-ASP,331,364,p-mic thu âm tốt-hỗ trợ cổng hồng,aspect
uvisd4sa_train_1595,wrong_start_label,68,trướt,142,I-ASP,B-ASP,142,161,"trướt hơi xấu,camer",aspect
uvisd4sa_train_1597,wrong_start_label,23,tự,50,I-ASP,B-ASP,51,66,ự tin hẳnNv tư ,aspect
uvisd4sa_train_1597,wrong_inside_label,28, ,62,B-ASP,I-ASP,51,66,ự tin hẳnNv tư ,aspect
uvisd4sa_train_1598,wrong_start_label,68,không,148,I-ASP,B-ASP,148,159,không giật ,aspect
uvisd4sa_train_1598,wrong_start_label,72,lát,159,I-ASP,B-ASP,160,178,át chút nào cả tro,aspect
uvisd4sa_train_1598,wrong_inside_label,79, ,174,B-ASP,I-ASP,160,178,át chút nào cả tro,aspect
uvisd4sa_train_1599,wrong_start_label,32,nhanh,64,I-ASP,B-ASP,64,76,nhanh điểm t,aspect
uvisd4sa_train_1599,wrong_inside_label,33, ,69,B-ASP,I-ASP,64,76,nhanh điểm t,aspect
uvisd4sa_train_1602,wrong_start_label,22,mạng,43,I-ASP,B-ASP,43,93,mạng liên tục up lên andriod 10 chụp ảnh mất 5 pin,aspect
uvisd4sa_train_1602,wrong_inside_label,27, ,56,B-ASP,I-ASP,43,93,mạng liên tục up lên andriod 10 chụp ảnh mất 5 pin,aspect
uvisd4sa_train_1603,wrong_start_label,45,chụp,88,I-ASP,B-ASP,89,236,"hụp selfie ko đẹp lắm. Với nhu cầu ít nghe gọi, chỉ nghe nhạc, xem phim, lướt Web thông thường, chơi game offline thì có thể sử dụng đến 2 ngày mới",aspect
uvisd4sa_train_1603,wrong_inside_label,54,.,110,B-ASP,I-ASP,89,236,"hụp selfie ko đẹp lắm. Với nhu cầu ít nghe gọi, chỉ nghe nhạc, xem phim, lướt Web thông thường, chơi game offline thì có thể sử dụng đến 2 ngày mới",aspect
uvisd4sa_train_1608,wrong_start_label,32,game,74,I-ASP,B-ASP,75,101,ame hơn bị giật lát nhẹ .P,aspect
uvisd4sa_train_1608,wrong_inside_label,43, ,98,B-ASP,I-ASP,75,101,ame hơn bị giật lát nhẹ .P,aspect
uvisd4sa_train_1609,wrong_start_label,12, ,27,I-ASP,B-ASP,27,36, đẹp. Loa,aspect
uvisd4sa_train_1609,wrong_inside_label,14,.,31,B-ASP,I-ASP,27,36, đẹp. Loa,aspect
uvisd4sa_train_1613,wrong_start_label,27, ,61,I-ASP,B-ASP,61,89, pin 2300 . còn camera thì ô,aspect
uvisd4sa_train_1613,wrong_inside_label,31, ,70,B-ASP,I-ASP,61,89, pin 2300 . còn camera thì ô,aspect
uvisd4sa_train_1617,wrong_start_label,8,game,19,I-ASP,B-ASP,21,55,me ngon Âm báo thức bật maxloa luô,aspect
uvisd4sa_train_1617,wrong_inside_label,9, ,23,B-ASP,I-ASP,21,55,me ngon Âm báo thức bật maxloa luô,aspect
uvisd4sa_train_1617,wrong_start_label,22,luôn,52,I-ASP,B-ASP,55,77,n nghe vẫn nhỏNhân viê,aspect
uvisd4sa_train_1617,wrong_inside_label,23, ,56,B-ASP,I-ASP,55,77,n nghe vẫn nhỏNhân viê,aspect
uvisd4sa_train_1619,wrong_start_label,20,nhưng,41,I-ASP,B-ASP,43,56,ưng không sao,aspect
